"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"ramsay , as in ratcatcher , remains a filmmaker with an acid viewpoint and a real gift for teasing chilly poetry out of [[lives]] and settings that might otherwise seem drab and sordid . ","ramsay , as in ratcatcher , remains a filmmaker with an acid viewpoint and a real gift for teasing chilly poetry out of [[vie]] and settings that might otherwise seem drab and sordid . ",0.47382986545562744,0.5617390871047974,1,0,1,72,"Successful"
"the characters are [[interesting]] and often very [[creatively]] constructed from figure to backstory . ","the characters are [[outlandish]] and often very [[improvise]] constructed from figure to backstory . ",0.015316903591156006,0.8962956070899963,1,0,1,77,"Successful"
"so unremittingly [[awful]] that labeling it a dog probably [[constitutes]] [[cruelty]] to canines . ","so unremittingly [[scary]] that labeling it a dog probably [[affords]] [[atrocity]] to canines . ",0.0003324747085571289,0.12973695993423462,0,0,0,80,"Failed"
"reggio 's continual [[visual]] barrage is [[absorbing]] as [[well]] as thought-provoking . ","reggio 's continual [[sight]] barrage is [[gain]] as [[adequately]] as thought-provoking . ",0.00019317865371704102,0.06819647550582886,1,1,1,80,"Failed"
"adults will wish the movie were less simplistic , obvious , [[clumsily]] [[plotted]] and shallowly characterized . ","adults will wish the movie were less simplistic , obvious , [[delicately]] [[intrigue]] and shallowly characterized . ",0.004924952983856201,0.9301007986068726,0,1,0,80,"Successful"
"you [[will]] emerge with a clearer view of how the gears of justice grind on and the death report comes to share airtime alongside the farm report . ","you [[want]] emerge with a clearer view of how the gears of justice grind on and the death report comes to share airtime alongside the farm report . ",0.08106344938278198,0.9672523140907288,1,0,1,59,"Successful"
"[[thanks]] to haynes ' absolute control of the film 's mood , and buoyed by three [[terrific]] performances , far from heaven actually pulls off this stylistic juggling act . ","[[pardon]] to haynes ' absolute control of the film 's mood , and buoyed by three [[extraordinaire]] performances , far from heaven actually pulls off this stylistic juggling act . ",0.001191258430480957,0.3115355372428894,1,1,1,80,"Failed"
"the problem with this film is that it [[lacks]] focus . ","the problem with this film is that it [[rarity]] focus . ",0.0018015503883361816,0.6729198098182678,0,1,0,50,"Successful"
"belongs to daniel day-lewis as much as it belongs to martin scorsese ; it 's a [[memorable]] performance in a big , brassy , disturbing , unusual and highly successful film . ","belongs to daniel day-lewis as much as it belongs to martin scorsese ; it 's a [[whopping]] performance in a big , brassy , disturbing , unusual and highly successful film . ",0.0001138448715209961,0.0003085136413574219,1,1,1,80,"Failed"
"involves two mysteries -- one it gives away and the other featuring such [[badly]] drawn characters that its outcome hardly matters . ","involves two mysteries -- one it gives away and the other featuring such [[grievously]] drawn characters that its outcome hardly matters . ",0.004488468170166016,0.6120626926422119,0,1,0,41,"Successful"
"a tv style murder mystery with a few big screen moments ( including one that seems to be made for a different film [[altogether]] ) . ","a tv style murder mystery with a few big screen moments ( including one that seems to be made for a different film [[utterly]] ) . ",0.07814103364944458,0.9723318815231323,0,1,0,65,"Successful"
"a by-the-numbers patient/doctor pic that covers all the usual ground ","a by-the-numbers patient/doctor pic that covers all the usual ground ",0.8744973540306091,0.8744973540306091,1,1,0,1,"Skipped"
"it 's a [[stunning]] [[lyrical]] work of considerable force and truth . ","it 's a [[breathless]] [[melodramatic]] work of considerable force and truth . ",2.6226043701171875e-05,0.6149353981018066,1,0,1,80,"Successful"
"while undisputed is n't exactly a high , it is a [[gripping]] , tidy little movie that takes mr. hill higher than he 's been in a while . ","while undisputed is n't exactly a high , it is a [[mesmerising]] , tidy little movie that takes mr. hill higher than he 's been in a while . ",0.06386053562164307,0.5955474376678467,1,0,1,47,"Successful"
"[[funny]] but perilously slight . ","[[strange]] but perilously slight . ",0.060288310050964355,0.8857760429382324,1,0,1,16,"Successful"
"cq 's reflection of artists and the love of cinema-and-self suggests nothing less than a [[new]] voice that [[deserves]] to be considered as a possible successor to the [[best]] european directors . ","cq 's reflection of artists and the love of cinema-and-self suggests nothing less than a [[lately]] voice that [[justifies]] to be considered as a possible successor to the [[advisable]] european directors . ",0.0034381747245788574,0.24912220239639282,1,1,1,80,"Failed"
"even if you do n't think ( kissinger 's ) any more guilty of criminal activity than most contemporary statesmen , he 'd sure make a courtroom trial great fun to watch . ","even if you do n't think ( kissinger 's ) any more guilty of criminal activity than most contemporary statesmen , he 'd sure make a courtroom trial great fun to watch . ",0.9056648015975952,0.9056648015975952,0,0,1,1,"Skipped"
"[[dazzling]] in its complexity , disturbing for its extraordinary themes , the piano teacher is a film that defies categorisation . ","[[resplendent]] in its complexity , disturbing for its extraordinary themes , the piano teacher is a film that defies categorisation . ",0.43477100133895874,0.6291109323501587,1,0,1,47,"Successful"
"a literate presentation that [[wonderfully]] [[weaves]] a murderous event in 1873 with murderous rage in 2002 . ","a literate presentation that [[terribly]] [[binds]] a murderous event in 1873 with murderous rage in 2002 . ",0.00031876564025878906,0.6867737770080566,1,0,1,74,"Successful"
"the [[script]] is n't [[very]] good ; not even someone as gifted as hoffman ( the [[actor]] ) can make it work . ","the [[screenwriting]] is n't [[severely]] good ; not even someone as gifted as hoffman ( the [[actress]] ) can make it work . ",0.01291567087173462,0.16581976413726807,0,0,0,80,"Failed"
"( e ) ventually , every idea in this film is [[flushed]] down the [[latrine]] of heroism . ","( e ) ventually , every idea in this film is [[croix]] down the [[shower]] of heroism . ",0.013179600238800049,0.9997453689575195,0,1,0,75,"Successful"
"a cartoon that 's [[truly]] cinematic in scope , and a story that 's compelling and [[heartfelt]] -- even if the heart belongs to a big , four-legged herbivore . ","a cartoon that 's [[frankly]] cinematic in scope , and a story that 's compelling and [[depths]] -- even if the heart belongs to a big , four-legged herbivore . ",0.0025824308395385742,0.13668078184127808,1,1,1,80,"Failed"
"it 's dumb , but more importantly , it 's just not [[scary]] . ","it 's dumb , but more importantly , it 's just not [[dreaded]] . ",0.0686960220336914,0.916990339756012,0,1,0,38,"Successful"
"detox is ultimately a [[pointless]] endeavor . ","detox is ultimately a [[inefficient]] endeavor . ",0.0045923590660095215,0.9947190880775452,0,1,0,22,"Successful"
"as a rumor of angels reveals itself to be a sudsy tub of supernatural hokum , not even ms. redgrave 's noblest efforts can redeem it from hopeless sentimentality . ","as a rumor of angels reveals itself to be a sudsy tub of supernatural hokum , not even ms. redgrave 's noblest efforts can redeem it from hopeless sentimentality . ",0.6080176830291748,0.6080176830291748,1,1,0,1,"Skipped"
"an [[exquisitely]] [[crafted]] and acted tale . ","an [[neatly]] [[concocted]] and acted tale . ",7.033348083496094e-06,0.0642850399017334,1,1,1,80,"Failed"
"this is so [[bad]] . ","this is so [[wicked]] . ",0.0004298090934753418,0.998023271560669,0,1,0,53,"Successful"
"it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff . ","it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff . ",0.8980334401130676,0.8980334401130676,1,1,0,1,"Skipped"
"light [[years]] / several warp speeds / levels and levels of dilithium crystals better than the pitiful insurrection . ","light [[year]] / several warp speeds / levels and levels of dilithium crystals better than the pitiful insurrection . ",0.42809170484542847,0.5761299133300781,1,0,1,29,"Successful"
"it 's about following your dreams , no matter what your parents think . ","it 's about following your dreams , no matter what your parents think . ",0.9176520109176636,0.9176520109176636,0,0,1,1,"Skipped"
"the overall [[effect]] is [[less]] like a children 's movie than a recruitment film for future hollywood sellouts . ","the overall [[affecting]] is [[minder]] like a children 's movie than a recruitment film for future hollywood sellouts . ",0.05805772542953491,0.5273135900497437,0,1,0,55,"Successful"
"[[anchored]] by friel and williams 's [[exceptional]] performances , the film 's power lies in its complexity . ","[[pinned]] by friel and williams 's [[unpaid]] performances , the film 's power lies in its complexity . ",0.003318965435028076,0.945940375328064,1,0,1,80,"Successful"
"unlike the [[speedy]] wham-bam effect of most hollywood offerings , character development -- and more importantly , character empathy -- is at the [[heart]] of italian for beginners . ","unlike the [[hurry]] wham-bam effect of most hollywood offerings , character development -- and more importantly , character empathy -- is at the [[cardiology]] of italian for beginners . ",0.00035500526428222656,0.912562906742096,1,0,1,65,"Successful"
